"id","departamento","grupo","descricao","precounitario","code"
921,"bebidas","destilados","gin beefeater ping 750 ml","199.00","bd015"
922,"bebidas","destilados","gin intencion clássico 900ml","35.95","bd030"
923,"bebidas","destilados","gin intencion strawberry 900ml","35.95","bd013"
924,"bebidas","águas e energéticos","gin tônica bebida mista schweppes 310ml","7.49","bae003"
925,"bebidas","cervejas","gin tônica bebida mista schweppes 310ml","7.49","bc012"
926,"mercearia","grãos e farináceos","girassol cbs 250g","4.50","mgf007"
927,"mercearia","massas e molhos","gnocchi integral italiano 400g la pastina","12.95","mmm012"
928,"mercearia","massas e molhos","gnocchi italiano 500g la pastina","12.95","mmm010"
929,"mercearia","massas e molhos","gnocchi sem glúten italiano 300g la pastina","19.95","mmm011"
930,"hortifruti","frutas","goiaba vermelha 150g","3.14","hf007"
931,"mercearia","doces e sobremesas","goiabada cascão dacolonia 500g","17.90","mds031"
932,"mercearia","alimentos especiais","goiabada phinus zero açúcar 25g","3.70","mae022"
933,"mercearia","alimentos especiais","granola jasmine castanha do para 200g","20.49","mae020"
934,"mercearia","matinais","granola jasmine castanha do Pará 200g","20.49","mm026"
935,"mercearia","alimentos especiais","granola jasmine cranberries e açaí sem glúten jasmine 250g","19.90","mae074"
936,"mercearia","grãos e farináceos","grão de bico orgânico vapza 250g","11.95","mgf001"
937,"carnes","churrasco","guardanapo papel kitchen 23,5x22cm 50 unidades","3.20","cc035"
938,"limpeza","cozinha","guardanapo papel kitchen 23,5x22cm 50 unidades","3.20","lcz049"
939,"limpeza","cozinha","guardanapo regina rosa 23x22cm com 50 unidades","8.75","lcz039"
940,"congelados","carnes aves e peixes","guioza suína heiko 320g","15.90","ccap016"
941,"congelados","hamburguer","hamburguer best beef de carne bovina 300g","12.99","ch013"
942,"congelados","hamburguer","hamburguer best beef premium de costela 360g","15.99","ch023"
943,"congelados","hamburguer","hamburguer bovino congelado perdigão 56g","2.30","ch011"
944,"congelados","hamburguer","hamburguer bovino congelado perdigão 672g","29.49","ch002"
945,"congelados","hamburguer","hamburguer bovino congelado perdigão 90g","2.75","ch016"
946,"congelados","hamburguer","hamburguer de aveia sem lactose 220g","15.20","ch003"
947,"mercearia","alimentos especiais","hamburguer de aveia sem lactose 220g","15.20","mae062"
948,"congelados","hamburguer","hamburguer de carne vegetal fazenda futuro com 2 unidades 230g","25.50","ch007"
949,"congelados","hamburguer","hamburguer de frango congelado perdigão 56g","1.99","ch009"
950,"congelados","hamburguer","hamburguer de proteína de soja sem glúten sem lactose 240g","15.20","ch005"
951,"congelados","hamburguer","hamburguer de soja gourmet seara 310g","29.90","ch021"
952,"congelados","hamburguer","hamburguer de soja samurai tomate 336g","29.50","ch014"
953,"pets","cães","hamburguer pet fine","9.20","pc012"
954,"pets","gatos","hamburguer pet fine","9.20","pg002"
955,"congelados","hamburguer","hamburguer seara gourmet picanha 360g","23.90","ch019"
956,"congelados","hamburguer","hamburguer seara texas caixa 672g","25.39","ch012"
957,"congelados","hamburguer","hamburguer seara texas carne/frango 56g","2.00","ch010"
958,"congelados","hamburguer","hamburguer seara texas frango 56g","2.00","ch017"
959,"limpeza","banheiro","harpic aroma plus pinho desconto 40% 25g","4.19","lb030"
960,"higiene e beleza","higiene","haste flexível isababy baby 50 unidades","12.30","hbh008"
961,"bebidas","águas e energéticos","hidrotônico I9 power ade maracujá 500ml","4.79","bae005"
962,"hortifruti","temperos frescos","hortelã gauer unidade","5.00","htf013"
963,"congelados","pratos prontos","hot bowls macarrão carbonara sadia 300g","11.99","cpp024"
964,"congelados","pratos prontos","hot bowls macarrão com brócolis e bacon sadia 300g","11.99","cpp005"
965,"congelados","pratos prontos","hot bowls macn cheese sabor cheddar sadia 300g","11.99","cpp002"
966,"pets","cães","hot dog pet fine 50g","9.95","pc029"
967,"congelados","hamburguer","hot hit bacon seara 145g","8.65","ch004"
968,"congelados","hamburguer","hot hit barbecue seara 145g","8.65","ch008"
969,"congelados","hamburguer","hot hit cheddar seara 145g","8.65","ch001"
970,"congelados","hamburguer","hot hit frango seara 145g","9.00","ch015"
971,"congelados","hamburguer","hot hit picanha seara 145g","8.65","ch006"
972,"congelados","petiscos e empanados","hot pocket X bacon 145g","8.50","cpe014"
973,"congelados","pratos prontos","hot pocket X bacon 145g","8.50","cpp025"
974,"congelados","petiscos e empanados","hot pocket X burguer 145g","8.50","cpe036"
975,"congelados","petiscos e empanados","hot pocket X frango 145g","8.50","cpe017"
976,"congelados","pratos prontos","hot pocket X frango 145g","8.50","cpp029"
977,"congelados","petiscos e empanados","hot pocket X picanha 145g","8.50","cpe004"
978,"congelados","pratos prontos","hot pocket X picanha 145g","8.50","cpp009"
979,"bebidas","destilados","ice perestroika 1 litro","11.50","bd028"
980,"limpeza","casa","inseticida aerosol raid mata baratas 300ml+150ml grátis","20.95","lc030"
981,"limpeza","casa","inseticida aerosol raid multi insetos 420ml","18.99","lc059"
982,"limpeza","casa","inseticida baygon ação total 360ml","22.50","lc011"
983,"limpeza","casa","inseticida baygon aerosol baratas e formigas 360ml","22.50","lc033"
984,"limpeza","casa","inseticida baygon aerosol ultra 360ml","22.50","lc039"
985,"limpeza","casa","inseticida jimo ácaros pulgas 300ml","29.90","lc017"
986,"limpeza","casa","inseticida mortein ação total 400ml","21.20","lc038"
987,"limpeza","casa","inseticida raid multi-insetos spray base água eucalipto leve mais pague menos 420ml","18.99","lc077"
988,"limpeza","casa","inseticida sbp elétrico líquido 45 noites refil+aparelho grátis","21.90","lc040"
989,"limpeza","casa","inseticida sbp multi insetos 380ml","19.95","lc052"
990,"frios e laticínios","lácteos","iogurte actimel morango 100g","2.99","flla004"
991,"frios e laticínios","lácteos","iogurte actimel tradicional 100g","2.99","fll060"
992,"frios e laticínios","lácteos","iogurte activia ameixa 170g","4.70","flla035"
993,"frios e laticínios","lácteos","iogurte activia ameixa 340g","11.95","flla043"
994,"frios e laticínios","lácteos","iogurte activia ameixa 850g","15.99","flla034"
995,"frios e laticínios","lácteos","iogurte activia aveia 170g","4.60","flla021"
996,"frios e laticínios","lácteos","iogurte activia aveia 340g","11.95","flla036"
997,"frios e laticínios","lácteos","iogurte activia café da manhã sabor linhaça, morango e banana 170g","6.99","fll047"
998,"frios e laticínios","lácteos","iogurte activia morango 170g","4.60","fll067"
999,"frios e laticínios","lácteos","iogurte activia morango 340g","11.95","fll077"
1000,"frios e laticínios","lácteos","iogurte activia zero morango 750ml","17.95","fll048"
1001,"frios e laticínios","lácteos","iogurte banana/maçã/cereais batavo 170g","2.69","flla033"
1002,"frios e laticínios","lácteos","iogurte batavo morango 170g","2.69","fll078"
1003,"frios e laticínios","lácteos","iogurte batavo morango pense zero 850g","15.50","flla009"
1004,"frios e laticínios","lácteos","iogurte batavo pedaço morango 100g","2.69","flla015"
1005,"frios e laticínios","lácteos","iogurte batavo polpa de ameixa 170g","2.79","flla010"
1006,"frios e laticínios","lácteos","iogurte chamyto líquido go morango 100g","3.69","flla017"
1007,"frios e laticínios","lácteos","iogurte danone activia ameixa 150g","3.20","fll062"
1008,"frios e laticínios","lácteos","iogurte danone corpus morango 850g","17.95","flla001"
1009,"frios e laticínios","lácteos","iogurte danone corpus zero lactose morango 170g","4.75","flla013"
1010,"frios e laticínios","lácteos","iogurte danone danoninho morango e banana para levar 70g","4.30","fll055"
1011,"frios e laticínios","lácteos","iogurte danone danoninho pet suisse morango 80g","3.60","fll065"
1012,"frios e laticínios","lácteos","iogurte danone grego frutas vermelhas 340g","11.49","flla016"
1013,"frios e laticínios","lácteos","iogurte danone grego original 340g","11.49","fll058"
1014,"frios e laticínios","lácteos","iogurte danone grego sabor abacaxi com raspas de limão 90g","3.25","flla002"
1015,"frios e laticínios","lácteos","iogurte danone grego sabor fondue de chocolate e morango 90g","3.25","flla031"
1016,"frios e laticínios","lácteos","iogurte danone grego sabor frutas vermelhas 90g","3.25","flla018"
1017,"frios e laticínios","lácteos","iogurte danone laranja, cenoura e mel 160g","4.25","flla038"
1018,"frios e laticínios","lácteos","iogurte danone mel 160g","4.25","flla037"
1019,"frios e laticínios","lácteos","iogurte danone morango 170g","4.30","fll066"
1020,"frios e laticínios","lácteos","iogurte danone morango 850g","14.20","flla019"
1021,"frios e laticínios","lácteos","iogurte danone sabor mix de frutas 510g","8.65","fll053"
1022,"frios e laticínios","lácteos","iogurte danone sabor morango 510g","8.65","flla024"
1023,"frios e laticínios","lácteos","iogurte danone vitamina de frutas 170g","4.30","flla027"
1024,"frios e laticínios","lácteos","iogurte danone yopro polpa natural 17g proteína 160g","10.50","flla020"
1025,"frios e laticínios","lácteos","iogurte danoninho petit maçã verde, banana e morango 320g","8.49","fll064"
1026,"frios e laticínios","lácteos","iogurte danoninho petit morango 320g","10.29","fll076"
1027,"frios e laticínios","lácteos","iogurte desnatado atilatte ameixa 500g","10.90","flla023"
1028,"frios e laticínios","lácteos","iogurte desnatado molico baunilha 850g","14.95","fll056"
1029,"frios e laticínios","lácteos","iogurte desnatado molico morango 850g","14.95","flla026"
1030,"frios e laticínios","lácteos","iogurte grego nestlé torta de limão 90g","3.65","flla030"
1031,"frios e laticínios","lácteos","iogurte integral atilatte maracujá 180g","4.00","fll061"
1032,"frios e laticínios","lácteos","iogurte integral atilatte maracujá 500g","10.90","fll070"
1033,"frios e laticínios","lácteos","iogurte integral atilatte morango 500g","10.90","flla025"
1034,"frios e laticínios","lácteos","iogurte nesfit desnatado morango 170g","4.49","fll069"
1035,"frios e laticínios","lácteos","iogurte nestlé chambinho petit suisse 320g","9.90","fll074"
1036,"frios e laticínios","lácteos","iogurte nestlé chandelle chocolate branco 360g","10.50","flla012"
1037,"frios e laticínios","lácteos","iogurte nestlé grego light 3 sabores tradicional morango e maracujá 540g","15.50","fll071"
1038,"frios e laticínios","lácteos","iogurte nestlé grego light morango 360g","11.90","flla029"
1039,"frios e laticínios","lácteos","iogurte nestlé grego tradicional morango 600g","14.95","fll072"
1040,"frios e laticínios","lácteos","iogurte nestlé morango 170g","3.30","flla011"
1041,"frios e laticínios","lácteos","iogurte nestlé nesfit probióticos ameixa 850g","16.50","fll052"
1042,"frios e laticínios","lácteos","iogurte nestlé ninho soleil morango 170g","4.35","flla044"
1043,"frios e laticínios","lácteos","iogurte nestlé ninho solieil maçã e banana 170ml","4.10","flla005"
1044,"frios e laticínios","lácteos","iogurte nestlé vitamina de fruta 170g","3.30","fll068"
1045,"frios e laticínios","lácteos","iogurte nestlé vitamina de frutas 1,25kg","17.50","fll075"
1046,"frios e laticínios","leite","iogurte nestlé zero lactose morango 170g","2.40","fll034"
1047,"frios e laticínios","lácteos","iogurte pouch yopro morango 160g","10.50","flla028"
1048,"frios e laticínios","lácteos","iogurte yopro 15g morango 250g","12.20","fll049"
1049,"frios e laticínios","lácteos","iogurte yopro 15g protein doce de leite 250ml","12.20","flla014"
1050,"frios e laticínios","lácteos","iogurte yopro pouch açaí com banana 160g","10.50","flla003"
1051,"carnes","bovina","iscas coxão de dentro 400g","21.59","cb029"
1052,"carnes","bovina","iscas coxão fora 400g","47.99","cb025"
1053,"congelados","petiscos e empanados","iscas de frango 300g sadia","15.95","cpe006"
1054,"congelados","petiscos e empanados","iscas de frango picante 300g sadia","15.95","cpe032"
1055,"congelados","carnes aves e peixes","iscas filé de tilápia empanado baita 700g","61.90","ccap010"
1056,"carnes","bovina","iscas filé mignon 400g","38.21","cb006"
1057,"carnes","bovina","iscas patinho 400g","25.99","cb020"
1058,"limpeza","casa","jimo antiumidade compact 450g","32.90","lc031"
1059,"limpeza","casa","jimo antiumidade refil 450g","16.90","lc026"
1060,"limpeza","roupas","jimo antiumidade refil 450g","16.90","lr004"
1061,"limpeza","casa","jimo cupim incolor 500ml","28.90","lc022"
1062,"limpeza","casa","jimo dedetizador 10g","43.49","lc037"
1063,"limpeza","cozinha","jimo desengraxante 400ml","22.50","lcz010"
1064,"limpeza","banheiro","jimo desinfetante antibac aerosol 300ml","18.90","lb022"
1065,"limpeza","banheiro","jimo desinfetante antibac lavanda 300ml","23.90","lb009"
1066,"limpeza","casa","jimo gás fumigante 50g","8.50","lc018"
1067,"limpeza","cozinha","jimo lava louça hidrossolúvel","23.95","lcz073"
1068,"limpeza","casa","jimo open air 300ml","19.95","lc072"
1069,"limpeza","casa","jimo silicone aerosol carro novo 400ml","24.95","lc019"
1070,"limpeza","casa","jimo silicone gel carro 200g","10.95","lc020"
1071,"limpeza","casa","jimo silicone gel marine 200g","10.95","lc054"
1072,"limpeza","casa","jimo silicone gel natural 200g","14.50","lc021"
1073,"pets","cães","keldog alimento para cães sabor frango com ervilhas e cenoura 100g","1.99","pc044"
1074,"mercearia","temperos e condimentos","ketchup picante hemmer 1kg","20.79","mtc023"
1075,"higiene e beleza","homem","kit necessaire+shampoo+pomada QOD","65.90","hbhm016"
1076,"carnes","peixes e crustáceos","kit paella seara 400g","45.49","cpc002"
1077,"bebidas","cervejas","kit saint bier pilser+taça 600ml","49.00","bc015"
1078,"higiene e beleza","homem","kit viagem shampoo+pomada QOD","27.90","hbhm006"
1079,"congelados","sucos e sobremesas","kombucha orgânica tao tangerina 275ml","15.49","css021"
1080,"bebidas","sucos e refrescos","kombucha tao orgânica maçã verde 275ml","15.49","bsr024"
1081,"bebidas","sucos e refrescos","kombucha tao orgânica manga 275ml","15.49","bsr015"
1082,"limpeza","cozinha","lã de aço assolan com 8 unidades 60g","3.15","lcz024"
1083,"limpeza","casa","lâmpada rayovac led luz branca 8w bivolt","15.50","lc027"
1084,"limpeza","casa","lâmpada rayovac led luz branca 9,5w bivolt","18.99","lc028"
1085,"hortifruti","frutas","laranja de umbigo importada 250g","5.13","hf018"
1086,"hortifruti","frutas","laranja do céu 190g","1.40","hf011"
1087,"hortifruti","frutas","laranja suco 170g","0.92","hf013"
1088,"congelados","pratos prontos","lasanha 4 queijos sadia 1kg","27.90","cpp011"
1089,"frios e laticínios","massas frescas","lasanha 4 queijos sadia 1kg","27.90","flmf005"
